sample	producer	occurrence
NG5425485	MB2bin22	1
NG5636439	MB2bin301	1
NG5636439	MB2bin39	1
NG5636439	MB2bin146	1
NG5636439	MB2bin76	1
NG5636439	MB2bin158	1
NG5636439	specI_v3_Cluster4828	1
NG5636439	MB2bin207	1
NG5636439	specI_v3_Cluster3341	1
NG5636439	specI_v3_Cluster2366	1
NG5636439	specI_v3_Cluster11800	1
NG5636439	MB2bin129	1
NG5636439	specI_v3_Cluster7640	1
NG5636439	MB2bin183	1
NG5636439	specI_v3_Cluster4652	1
NG5636439	MB2bin112	1
NG5636439	MB2bin93	1
NG5636439	MB2bin8	1
NG5636439	MB2bin52	1
NG5636439	MB2bin69	1
NG5636439	MB2bin127	1
NG5636439	specI_v3_Cluster9093	1
NG5636439	MB2bin122	1
NG5636439	MB2bin13	1
NG5636439	MB2bin12	1
NG5636439	MB2bin3	1
NG5636439	specI_v3_Cluster7721	1
NG5636439	MB2bin114	1
NG5636439	specI_v3_Cluster1682	1
NG5636439	specI_v3_Cluster1576	1
MH0387	MB2bin6	1
MH0387	MB2bin39	1
MH0387	specI_v3_Cluster5238	1
MH0387	MB2bin94	1
MH0387	MB2bin159	1
MH0387	MB2bin3	1
MH0387	specI_v3_Cluster3478	1
MH0387	specI_v3_Cluster1576	1
MH0387	MGS00155	1
MH0387	specI_v3_Cluster3066	1
MH0387	MB2bin257	1
MH0387	MGS00196	1
MH0387	MB2bin52	1
MH0387	specI_v3_Cluster2366	1
MH0387	MB2bin12	1
MH0387	specI_v3_Cluster11800	1
MH0387	specI_v3_Cluster3341	1
MH0387	specI_v3_Cluster10413	1
MH0387	MB2bin8	1
MH0387	MB2bin146	1
MH0387	MB2bin330	1
MH0387	specI_v3_Cluster3477	1
MH0387	specI_v3_Cluster7314	1
MH0387	MB2bin207	1
MH0387	MB2bin129	1
MH0387	MB2bin158	1
MH0387	MB2bin142	1
MH0387	MB2bin75	1
MH0387	MGS00010	1
MH0387	specI_v3_Cluster3622	1
MH0387	specI_v3_Cluster3476	1
MH0387	specI_v3_Cluster7726	1
MH0387	MB2bin183	1
MH0387	MB2bin187	1
MH0387	specI_v3_Cluster3475	1
MH0387	MB2bin185	1
MH0387	MB2bin22	1
MH0387	MB2bin93	1
MH0387	MB2bin122	1
MH0387	MB2bin114	1
MH0387	specI_v3_Cluster8207	1
MH0387	MB2bin76	1
NG5636432	MB2bin6	1
NG5636432	MB2bin39	1
NG5636432	MB2bin159	1
NG5636432	specI_v3_Cluster7314	1
NG5636432	MB2bin52	1
NG5636432	MB2bin3	1
NG5636432	MB2bin183	1
NG5636432	MB2bin61	1
NG5636432	MB2bin111	1
NG5636432	MB2bin209	1
NG5636432	MB2bin4	1
NG5636432	MB2bin69	1
NG5636432	specI_v3_Cluster3476	1
NG5636432	MB2bin22	1
NG5636432	MB2bin12	1
NG5636432	MB2bin126	1
NG5636432	MB2bin8	1
NG5636432	specI_v3_Cluster3477	1
NG5636432	MGS00196	1
NG5636432	specI_v3_Cluster2366	1
NG5636432	MB2bin185	1
NG5636432	MGS00010	1
NG5636432	MB2bin76	1
NG5636432	specI_v3_Cluster3622	1
NG5636432	specI_v3_Cluster1576	1
NG5636432	MB2bin23	1
NG5636432	MB2bin129	1
NG5636432	specI_v3_Cluster3478	1
NG5636432	MB2bin127	1
NG5636432	specI_v3_Cluster7728	1
NG5636432	specI_v3_Cluster4662	1
NG5636432	specI_v3_Cluster5238	1
NG5636432	specI_v3_Cluster1595	1
NG5636432	MB2bin62	1
NG5636432	specI_v3_Cluster11800	1
NG5636432	MB2bin21	1
NG5636432	specI_v3_Cluster3341	1
NG5636432	specI_v3_Cluster7673	1
NG5636432	specI_v3_Cluster3475	1
NG5636432	MB2bin122	1
NG5636432	MB2bin75	1
NG5636432	MB2bin146	1
NG5636432	MB2bin93	1
NG5636432	MB2bin94	1
NG5636432	MB2bin158	1
NG5636432	MB2bin38	1
NG5636432	MB2bin114	1
MH0288	MB2bin301	1
MH0288	MB2bin6	1
MH0288	MB2bin132	1
MH0288	MB2bin39	1
MH0288	MGS00051	1
MH0288	MB2bin159	1
MH0288	MB2bin3	1
MH0288	specI_v3_Cluster3622	1
MH0288	MB2bin76	1
MH0288	MB2bin85	1
MH0288	specI_v3_Cluster2366	1
MH0288	MB2bin341	1
MH0288	MB2bin114	1
MH0288	MB2bin122	1
MH0288	MB2bin183	1
MH0288	MB2bin224	1
MH0288	MB2bin225	1
MH0288	MB2bin8	1
MH0288	specI_v3_Cluster3475	1
MH0288	MB2bin94	1
MH0288	specI_v3_Cluster939	1
MH0288	MB2bin257	1
MH0288	MB2bin75	1
MH0288	MB2bin52	1
MH0288	specI_v3_Cluster1068	1
MH0288	MB2bin22	1
MH0288	specI_v3_Cluster3476	1
MH0288	MB2bin61	1
MH0288	MB2bin62	1
MH0288	MB2bin78	1
MH0288	MB2bin234	1
MH0288	specI_v3_Cluster1576	1
MH0288	MB2bin26	1
MH0288	specI_v3_Cluster10479	1
MH0288	specI_v3_Cluster1595	1
MH0288	MB2bin12	1
MH0288	MB2bin158	1
MH0288	MB2bin162	1
MH0288	specI_v3_Cluster10448	1
MH0288	MB2bin23	1
MH0288	MB2bin142	1
MH0288	MB2bin111	1
MH0288	MGS00100	1
MH0288	specI_v3_Cluster940	1
MH0288	MB2bin93	1
MH0288	MB2bin137	1
MH0288	specI_v3_Cluster3478	1
MH0288	MGS00155	1
MH0288	MB2bin146	1
MH0288	MB2bin157	1
MH0288	MGS00057	1
MH0288	MB2bin21	1
MH0288	MB2bin185	1
MH0288	MB2bin49	1
MH0288	MB2bin13	1
MH0288	specI_v3_Cluster11800	1
MH0288	MB2bin126	1
MH0288	MB2bin174	1
MH0402	specI_v3_Cluster7641	1
MH0402	MB2bin6	1
MH0402	MB2bin162	1
MH0402	MB2bin157	1
MH0402	MB2bin174	1
MH0402	MB2bin350	1
MH0402	MB2bin292	1
MH0402	MB2bin336	1
MH0402	MB2bin123	1
MH0402	specI_v3_Cluster3478	1
MH0402	specI_v3_Cluster10413	1
MH0402	MB2bin118	1
MH0402	specI_v3_Cluster1576	1
MH0402	MGS00051	1
MH0402	MB2bin62	1
MH0402	specI_v3_Cluster3622	1
MH0402	MB2bin159	1
MH0402	MB2bin146	1
MH0402	MGS00057	1
MH0402	specI_v3_Cluster2366	1
MH0402	MB2bin48	1
MH0402	specI_v3_Cluster7662	1
MH0402	specI_v3_Cluster2970	1
MH0402	MB2bin76	1
MH0402	MB2bin158	1
MH0402	specI_v3_Cluster1015	1
MH0402	MB2bin265	1
MH0402	MB2bin22	1
MH0402	MB2bin268	1
MH0402	specI_v3_Cluster1016	1
MH0402	MB2bin183	1
MH0402	MB2bin3	1
MH0402	MB2bin114	1
MH0402	specI_v3_Cluster1577	1
MH0402	MB2bin180	1
MH0402	MB2bin219	1
MH0402	MGS00127	1
MH0402	MB2bin49	1
MH0402	MGS00100	1
MH0402	MB2bin21	1
MH0402	MB2bin225	1
MH0402	specI_v3_Cluster11800	1
MH0402	MB2bin129	1
MH0402	MB2bin93	1
MH0402	MB2bin125	1
MH0402	specI_v3_Cluster1017	1
MH0402	specI_v3_Cluster3476	1
MH0402	MGS00155	1
MH0402	MB2bin189	1
MH0402	MB2bin8	1
MH0402	MB2bin306	1
MH0402	MB2bin24	1
MH0402	MB2bin205	1
MH0402	MB2bin127	1
MH0402	MB2bin12	1
NG5425550	MB2bin39	1
NG5425550	specI_v3_Cluster3475	1
NG5425550	MB2bin12	1
NG5425550	MB2bin207	1
NG5425550	MB2bin52	1
NG5425550	specI_v3_Cluster11800	1
NG5425550	MB2bin22	1
NG5425550	MB2bin112	1
NG5425550	specI_v3_Cluster7619	1
NG5425550	specI_v3_Cluster3443	1
NG5425550	MB2bin93	1
NG5425550	MB2bin26	1
NG5425550	specI_v3_Cluster3478	1
NG5425550	specI_v3_Cluster1597	1
NG5425550	specI_v3_Cluster2366	1
NG5425550	specI_v3_Cluster1576	1
NG5425550	MB2bin158	1
NG5425550	MB2bin76	1
NG5425550	MB2bin69	1
NG5425550	specI_v3_Cluster1577	1
MH0183	MB2bin6	1
MH0183	MB2bin132	1
MH0183	MB2bin185	1
MH0183	specI_v3_Cluster7726	1
MH0183	MB2bin146	1
MH0183	specI_v3_Cluster2160	1
MH0183	MB2bin22	1
MH0183	MB2bin111	1
MH0183	specI_v3_Cluster2366	1
MH0183	MB2bin207	1
MH0183	MGS00057	1
MH0183	specI_v3_Cluster1595	1
MH0183	specI_v3_Cluster3602	1
MH0183	MB2bin171	1
MH0183	MB2bin142	1
MH0183	MGS00100	1
MH0183	MB2bin114	1
MH0183	MB2bin4	1
MH0183	MB2bin129	1
MH0183	MB2bin85	1
MH0183	MB2bin8	1
MH0183	specI_v3_Cluster7697	1
MH0183	MB2bin224	1
MH0183	MB2bin23	1
MH0183	MB2bin265	1
MH0183	specI_v3_Cluster10479	1
MH0183	MB2bin13	1
MH0183	MB2bin38	1
MH0183	MB2bin337	1
MH0183	MB2bin21	1
MH0183	MB2bin158	1
MH0183	MB2bin93	1
MH0183	MB2bin159	1
MH0183	MB2bin48	1
MH0183	MB2bin162	1
MH0183	MB2bin62	1
MH0183	MB2bin126	1
MH0183	specI_v3_Cluster2159	1
MH0183	MB2bin12	1
MH0183	MB2bin52	1
MH0183	MB2bin183	1
MH0183	specI_v3_Cluster1576	1
MH0183	MB2bin205	1
MH0183	MB2bin3	1
MH0183	MB2bin219	1
MH0183	MB2bin26	1
MH0183	MB2bin125	1
MH0183	MB2bin257	1
MH0183	specI_v3_Cluster3622	1
NG5636628	MB2bin6	1
NG5636628	MB2bin132	1
NG5636628	MB2bin39	1
NG5636628	specI_v3_Cluster2366	1
NG5636628	MB2bin3	1
NG5636628	MGS00051	1
NG5636628	MB2bin158	1
NG5636628	MB2bin12	1
NG5636628	MB2bin22	1
NG5636628	MB2bin23	1
NG5636628	MB2bin52	1
NG5636628	specI_v3_Cluster3476	1
NG5636628	MB2bin38	1
NG5636628	MB2bin8	1
NG5636628	specI_v3_Cluster4094	1
NG5636628	specI_v3_Cluster11800	1
NG5636628	MB2bin122	1
NG5636628	specI_v3_Cluster1576	1
NG5636628	MB2bin142	1
NG5636628	specI_v3_Cluster3475	1
NG5636628	MB2bin85	1
NG5636628	MB2bin114	1
NG5636628	MB2bin21	1
NG5636628	MB2bin118	1
NG5636628	MB2bin4	1
NG5636628	MB2bin76	1
NG5636628	MB2bin168	1
NG5636628	MB2bin189	1
NG5636628	MB2bin174	1
NG5636628	MB2bin341	1
NG5636628	MB2bin123	1
NG5636628	MB2bin146	1
NG5636628	MB2bin137	1
NG5636628	MB2bin125	1
NG5636628	MB2bin183	1
NG5636225	MB2bin6	1
NG5636225	MB2bin39	1
NG5636225	MB2bin146	1
NG5636225	MGS00051	1
NG5636225	MB2bin183	1
NG5636225	specI_v3_Cluster11800	1
NG5636225	MGS00155	1
NG5636225	MB2bin52	1
NG5636225	MB2bin174	1
NG5636225	MB2bin158	1
NG5636225	MB2bin3	1
NG5636225	MB2bin23	1
NG5636225	specI_v3_Cluster3478	1
NG5636225	MB2bin94	1
NG5636225	MB2bin22	1
NG5636225	MB2bin234	1
NG5636225	MB2bin76	1
NG5636225	MB2bin126	1
NG5636225	specI_v3_Cluster1595	1
NG5636225	MB2bin8	1
NG5636225	MB2bin26	1
NG5636225	MB2bin93	1
NG5636225	MB2bin159	1
NG5636225	MB2bin12	1
NG5636225	specI_v3_Cluster1576	1
NG5636225	specI_v3_Cluster2366	1
NG5636225	MB2bin129	1
NG5636225	MB2bin114	1
NG5636225	specI_v3_Cluster3639	1
MH0212	MB2bin6	1
MH0212	MB2bin39	1
MH0212	MB2bin183	1
MH0212	MB2bin142	1
MH0212	specI_v3_Cluster3622	1
MH0212	MGS00010	1
MH0212	MB2bin337	1
MH0212	MB2bin326	1
MH0212	MB2bin76	1
MH0212	MB2bin112	1
MH0212	specI_v3_Cluster3639	1
MH0212	MGS00155	1
MH0212	MB2bin185	1
MH0212	specI_v3_Cluster2366	1
MH0212	specI_v3_Cluster3666	1
MH0212	specI_v3_Cluster11800	1
MH0212	specI_v3_Cluster3477	1
MH0212	MB2bin122	1
MH0212	specI_v3_Cluster3667	1
MH0212	specI_v3_Cluster3341	1
MH0212	MB2bin23	1
MH0212	specI_v3_Cluster3638	1
MH0212	MB2bin22	1
MH0212	specI_v3_Cluster4828	1
MH0212	MB2bin136	1
MH0212	specI_v3_Cluster6316	1
MH0212	specI_v3_Cluster3476	1
MH0212	MB2bin189	1
MH0212	MB2bin12	1
MH0212	MB2bin52	1
MH0212	MB2bin146	1
MH0212	specI_v3_Cluster1576	1
MH0212	MB2bin69	1
MH0212	specI_v3_Cluster2136	1
MH0212	specI_v3_Cluster3623	1
MH0212	specI_v3_Cluster1597	1
MH0212	MB2bin207	1
MH0212	MB2bin93	1
MH0212	MB2bin159	1
MH0212	MB2bin4	1
MH0212	MB2bin114	1
MH0212	MGS00051	1
MH0212	MB2bin38	1
MH0212	specI_v3_Cluster3475	1
MH0212	MB2bin21	1
MH0212	specI_v3_Cluster3478	1
MH0212	MB2bin118	1
MH0212	MB2bin75	1
MH0212	MB2bin111	1
MH0212	MB2bin158	1
MH0261	MB2bin6	1
MH0261	MB2bin39	1
MH0261	specI_v3_Cluster3476	1
MH0261	MB2bin142	1
MH0261	MB2bin21	1
MH0261	specI_v3_Cluster3475	1
MH0261	MGS00196	1
MH0261	MB2bin146	1
MH0261	MB2bin8	1
MH0261	MB2bin12	1
MH0261	MB2bin112	1
MH0261	MGS00010	1
MH0261	specI_v3_Cluster3478	1
MH0261	MB2bin76	1
MH0261	MB2bin136	1
MH0261	MB2bin242	1
MH0261	MB2bin183	1
MH0261	MB2bin337	1
MH0261	MB2bin189	1
MH0261	MB2bin185	1
MH0261	specI_v3_Cluster3477	1
MH0261	MB2bin61	1
MH0261	specI_v3_Cluster2366	1
MH0261	specI_v3_Cluster1576	1
MH0261	MB2bin159	1
MH0261	MB2bin52	1
MH0261	MB2bin23	1
MH0261	specI_v3_Cluster3622	1
MH0261	MB2bin129	1
MH0261	MB2bin158	1
