Clostridium_butyricum_DSM_10702	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no_information
Cellulosilyticum_lentocellum_DSM_5427	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	no_information
Parabacteroides_distasonis_ATCC_8503	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no_information
Methanosphaera_stadtmanae_DSM_3091	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	no_information
Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	no_information
Rothia_dentocariosa_ATCC_17931	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	no_information
Bifidobacterium_animalis_lactis_BB_12	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Lactobacillus_acidophilus_NCFM	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Haemophilus_influenzae_R2846	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	no_information
Fusobacterium_nucleatum_subsp_vincentii_3_1_27	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	no_information
Bifidobacterium_scardovii_JCM_12489	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Lactobacillus_curvatus_CRL_705	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Hafnia_alvei_ATCC_51873	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	no_information
Campylobacter_jejuni_jejuni_81_176	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	no_information
Leptotrichia_buccalis_C_1013_b	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	no_information
Blautia_hansenii_VPI_C7_24_DSM_20583	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	no_information
Bifidobacterium_bifidum_S17	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no_information
Streptococcus_oralis_Uo5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	no_information
Lactobacillus_ruminis_ATCC_25644	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	no_information
Helicobacter_canadensis_MIT_98_5491	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	no_information
Rothia_mucilaginosa_DY_18	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	no_information
Yersinia_enterocolitica_subsp_enterocolitica_8081	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	no_information
Haemophilus_parainfluenzae_T3T1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	no_information
Lactococcus_lactis_subsp_lactis_Il1403	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	no_information
