species	taxon_id
GCA_003461245	1955243
GCA_003437595	1506
GCA_003472665	310297
GCA_003475755	2049034
GCA_003469465	820
GCA_003471915	216816
GCA_003459985	1506
GCA_003467205	28118
GCA_003460305	821
GCA_003467505	820
GCA_003437715	216816
GCA_003465665	216816
GCA_003471225	821
GCA_003471705	821
GCA_003468325	820
GCA_003458885	2049024
GCA_003459025	40520
GCA_003439315	491921
GCA_003437945	1681
GCA_003437395	39486
GCA_003435375	1506
GCA_003460205	1328
GCA_003603375	29523
GCA_003479275	1506
GCA_003460005	88431
GCA_003457945	1547
GCA_003460505	142586
GCA_003472605	216816
GCA_003467065	28026
GCA_003439735	29523
GCA_003467165	310297
GCA_003461285	142586
GCA_003480255	1505663
GCA_003463145	544645
GCA_003460025	674529
GCA_003468145	817
GCA_003603885	41978
GCA_003438425	47678
GCA_003469805	1590
GCA_003470915	562
GCA_003477905	41978
GCA_003473685	1955243
GCA_003465215	165179
GCA_003474995	46506
GCA_003473265	821
GCA_003439545	562
GCA_003603075	29523
GCA_003461545	2049024
GCA_003469265	40518
GCA_003474435	41978
GCA_003462905	1547
GCA_003458625	1506
GCA_003464295	40518
GCA_003437075	28026
GCA_003459765	329854
GCA_003460585	41978
GCA_003438095	1292
GCA_003433745	128827
GCA_003457805	1547
GCA_003477445	1506
GCA_003436185	1680
GCA_003438015	28026
GCA_003467445	44751
GCA_003461495	2137881
GCA_003470165	150055
GCA_003461005	41978
GCA_003439845	818
GCA_003439685	820
GCA_003478405	1971605
GCA_003465135	28026
GCA_003480725	1898204
GCA_003436775	1965294
GCA_003465015	821
GCA_003479145	1869337
GCA_003459325	820
GCA_003467265	360807
GCA_003473045	1263
GCA_003477415	1898203
GCA_003603875	2053618
GCA_003473865	1506
GCA_003467225	39496
GCA_003470945	1965294
GCA_003468825	216816
GCA_003437295	573
GCA_003490145	1898203
GCA_003479365	2049024
GCA_003438645	821
GCA_003602805	29523
GCA_003466125	1965294
GCA_003463715	28116
GCA_003480775	1898203
GCA_003467125	2023260
GCA_003458815	360807
GCA_003479915	41978
GCA_003465985	28116
GCA_003480665	1506
GCA_003477775	1506
GCA_003458205	491921
GCA_003434205	1597
GCA_003478275	2049040
GCA_003469775	823
GCA_003603205	142586
GCA_003436035	1730
GCA_003470825	39486
GCA_003462965	1965294
GCA_003458445	310297
GCA_003465765	821
GCA_003461685	1506
GCA_003471125	40520
GCA_003437155	28026
GCA_003471905	1965294
GCA_003438345	850
GCA_003438965	1730
GCA_003462185	41978
GCA_003473825	2049040
GCA_003459535	821
GCA_003475625	1502
GCA_003635375	1869337
GCA_003475825	46503
GCA_003468905	821
GCA_003481705	2049021
GCA_003466265	39486
GCA_003463575	40518
GCA_003461335	41978
GCA_003434755	1628085
GCA_003473105	1680
GCA_003462065	41978
GCA_003462945	823
GCA_003480005	1955243
GCA_003480495	41978
GCA_003436375	329854
GCA_003460945	41978
GCA_003482085	1977903
GCA_003463225	33945
GCA_003438845	40520
GCA_003463315	820
GCA_003472815	2042683
GCA_003437175	1681
GCA_003437535	310297
GCA_003475385	817
GCA_003472025	817
GCA_003481765	1506
GCA_003473285	820
GCA_003458955	817
GCA_003602695	29523
GCA_003434225	128827
GCA_003478965	1506
GCA_003481635	1506
GCA_003603755	2049024
GCA_003478935	1879010
GCA_003463555	817
GCA_003466005	1506
GCA_003465045	39486
GCA_003475745	817
GCA_003468915	823
GCA_003462885	1680
GCA_003603815	1898203
GCA_003469525	821
GCA_003462845	1965294
GCA_003462425	41978
GCA_003467015	39496
GCA_003480785	41978
GCA_003470585	1681
GCA_003466425	216816
GCA_003433995	853
GCA_003461985	41978
GCA_003462005	41978
GCA_003462225	41978
GCA_003435485	1720294
GCA_003468605	823
GCA_003434585	2053618
GCA_003471645	310297
GCA_003467085	1730
GCA_003434165	853
GCA_003479125	142586
GCA_003467675	40520
GCA_003467605	28111
GCA_003475545	1730
GCA_003466735	39486
GCA_003466025	818
GCA_003458585	818
GCA_003480915	1869337
GCA_003469955	137591
GCA_003459885	1506
GCA_003463005	165179
GCA_003460745	1879010
GCA_003470125	28026
GCA_003466605	46503
GCA_003465365	216816
GCA_003436595	216816
GCA_003481165	1506
GCA_003470605	885
GCA_003459145	1398
GCA_003465445	165179
GCA_003463545	817
GCA_003473245	1965294
GCA_003464625	626929
GCA_003475335	28111
GCA_003461085	1506
GCA_003480425	1879010
GCA_003465565	1730
GCA_003479505	2049040
GCA_003471985	1965294
GCA_003604045	29523
GCA_003460255	1730
GCA_003478705	1955243
GCA_003466505	216816
GCA_003470325	1965294
GCA_003478325	41978
GCA_003471865	550
GCA_003460245	562
GCA_003602965	29523
GCA_003603825	1898207
GCA_003458945	46503
GCA_003462645	2049040
GCA_003473645	59823
GCA_003478665	1506
GCA_003477935	1506
GCA_003437995	216816
GCA_003438145	29523
GCA_003468975	28116
GCA_003459475	28026
GCA_003461325	41978
GCA_003459705	1263
GCA_003603315	29523
GCA_003438465	820
GCA_003475605	1965294
GCA_003477605	1506
GCA_003466385	142586
GCA_003439125	1965294
GCA_003438075	142586
GCA_003438445	976
GCA_003479845	1506
GCA_003439135	1396
GCA_003461925	41978
GCA_003460765	41978
GCA_003473295	1869337
GCA_003471085	165179
GCA_003474045	1681
GCA_003467145	1965294
GCA_003479185	1955243
GCA_003468805	216816
GCA_003436685	329854
GCA_003438365	1730
GCA_003471385	216816
GCA_003436805	39486
GCA_003433905	853
GCA_003472255	562
GCA_003469745	371601
GCA_003434705	2049044
GCA_003472565	29523
GCA_003469225	821
GCA_003472415	28026
GCA_003461065	41978
GCA_003465545	216816
GCA_003481005	1879010
GCA_003473465	88431
GCA_003478615	1506
GCA_003463095	818
GCA_003470105	823
GCA_003438285	2049021
GCA_003436025	28026
GCA_003479745	2049021
GCA_003468295	821
