species	taxon_id
GCA_003474305	310297
GCA_003459085	61171
GCA_003472545	28026
GCA_003467455	40520
GCA_003475175	573
GCA_003603835	142586
GCA_003479465	2049021
GCA_003462865	821
GCA_003469985	137591
GCA_003459565	39486
GCA_003480065	1879010
GCA_003473905	41978
GCA_003438245	1306
GCA_003602705	29523
GCA_003479335	1506
GCA_003433945	1506
GCA_003460085	820
GCA_003464405	821
GCA_003466855	1309
GCA_003438565	28025
GCA_003460875	41978
GCA_003433755	128827
GCA_003437325	1681
GCA_003471765	1933889
GCA_003477745	1506
GCA_003461845	1879010
GCA_003472765	29523
GCA_003439535	154046
GCA_003468065	1730
GCA_003458395	46506
GCA_003603015	29523
GCA_003437935	29523
GCA_003464595	329854
GCA_003436545	28026
GCA_003460825	41978
GCA_003466365	1681
GCA_003463955	28116
GCA_003472095	1680
GCA_003436675	28026
GCA_003468525	59823
GCA_003473925	1506
GCA_003469115	46503
GCA_003474665	41978
GCA_003439165	165179
GCA_003471245	216816
GCA_003467575	823
GCA_003464565	1965294
GCA_003474125	820
GCA_003472445	28111
GCA_003462345	41978
GCA_003469365	818
GCA_003471405	1965294
GCA_003435455	1898204
GCA_003460905	41978
GCA_003471975	1730
GCA_003468475	1730
GCA_003480035	41978
GCA_003433955	1755241
GCA_003478475	1898204
GCA_003435735	41978
GCA_003461885	41978
GCA_003439335	100884
GCA_003473405	1730
GCA_003466445	1965294
GCA_003436835	1623
GCA_003468665	39496
GCA_003438135	310297
GCA_003475275	40520
GCA_003436215	41978
GCA_003471145	562
GCA_003479575	2137881
GCA_003471355	216816
GCA_003480765	41978
GCA_003478235	1506
GCA_003459285	1735
GCA_003463495	28116
GCA_003465385	28026
GCA_003475865	216816
GCA_003461405	2137881
GCA_003465265	817
GCA_003460545	41978
GCA_003459625	820
GCA_003435545	1898203
GCA_003472525	1965294
GCA_003439605	821
GCA_003481275	1506
GCA_003461955	41978
GCA_003464045	2040332
GCA_003466285	154046
GCA_003604005	29523
GCA_003433825	1940789
GCA_003437195	1406
GCA_003474555	1730
GCA_003480085	2049021
GCA_003479025	1955243
GCA_003465745	216816
GCA_003603665	29523
GCA_003467385	1506
GCA_003474345	46503
GCA_003464725	357276
GCA_003436135	1681
GCA_003468755	820
GCA_003466785	821
GCA_003603995	29523
GCA_003480025	1506
GCA_003472085	28116
GCA_003602765	1926307
GCA_003475505	329854
GCA_003435795	1879010
GCA_003460155	1730
GCA_003468785	47678
GCA_003480285	41978
GCA_003459245	1965294
GCA_003464025	41978
GCA_003468285	150055
GCA_003465005	437897
GCA_003635435	1869337
GCA_003470065	1730
GCA_003466985	1730
GCA_003461215	41978
GCA_003473935	165179
GCA_003439475	573
GCA_003469585	1263
GCA_003481995	1898203
GCA_003457875	1965294
GCA_003479775	2137881
GCA_003437255	573
GCA_003465785	216816
GCA_003469915	1302
GCA_003472045	823
GCA_003436735	1965294
GCA_003471715	573
GCA_003469345	46503
GCA_003464875	1263
GCA_003458505	1304
GCA_003463035	2049040
GCA_003474935	1730
GCA_003467905	216816
GCA_003467705	1730
GCA_003470775	46228
GCA_003472465	1965294
GCA_003439065	817
GCA_003468385	1680
GCA_003468695	28116
GCA_003472265	1680
GCA_003458415	1965294
GCA_003469305	817
GCA_003438055	1351
GCA_003437055	1596
GCA_003436105	28026
GCA_003471775	821
GCA_003436255	29523
GCA_003465965	29466
GCA_003436995	626935
GCA_003474475	1506
GCA_003468945	41978
GCA_003472625	46228
GCA_003467935	165179
GCA_003469635	46503
GCA_003459365	821
GCA_003470665	1965294
GCA_003434055	1506
GCA_003480545	1506
GCA_003603935	29523
GCA_003437375	2042683
GCA_003475205	1965294
GCA_003473185	1263
GCA_003473055	1965294
GCA_003464445	371601
GCA_003603455	29523
GCA_003438595	1624
GCA_003467005	329854
GCA_003481455	1955243
GCA_003470465	47678
GCA_003439675	817
GCA_003477565	1872444
GCA_003472325	1965294
GCA_003459425	28116
GCA_003471555	1681
GCA_003460865	2137881
GCA_003477665	1506
GCA_003467725	166486
GCA_003439395	674529
GCA_003467175	39486
GCA_003479685	2137881
GCA_003473415	363265
GCA_003466675	46506
GCA_003468995	40520
GCA_003478725	1506
GCA_003470005	46506
GCA_003434075	154046
GCA_003439345	1506
GCA_003468725	40520
GCA_003437645	154046
GCA_003477885	186803
GCA_003460185	46506
GCA_003460385	1730
GCA_003460035	246787
GCA_003467515	28026
GCA_003478265	41978
GCA_003439655	28026
GCA_003474825	39777
GCA_003474845	821
GCA_003603705	1898203
GCA_003436085	371601
GCA_003474735	1730
GCA_003438545	46506
GCA_003473815	2049044
GCA_003459195	1398
GCA_003466585	1730
GCA_003481655	41978
GCA_003480245	1955243
GCA_003478565	1955243
GCA_003480365	2049021
GCA_003469295	310297
GCA_003464235	1981025
GCA_003457865	310297
GCA_003467855	1506
GCA_003472505	1965294
GCA_003438765	821
GCA_003469035	821
GCA_003480205	41978
GCA_003475165	46506
GCA_003475485	1034346
GCA_003462695	1965294
GCA_003459965	823
GCA_003436785	1730
GCA_003460985	41978
GCA_003463685	1869337
GCA_003465125	53345
GCA_003469405	28118
GCA_003437625	28130
GCA_003466185	1730
GCA_003478105	1898204
GCA_003472985	28111
GCA_003475725	823
GCA_003470765	1590
GCA_003457725	28116
GCA_003472935	329854
GCA_003457635	491921
GCA_003461565	1879010
GCA_003480605	41978
GCA_003436075	40520
GCA_003460515	2137881
GCA_003481895	1506
GCA_003474285	29523
GCA_003462545	2049024
GCA_003463825	1926307
GCA_003435955	41978
GCA_003466045	216816
GCA_003460665	41978
GCA_003472885	165179
GCA_003436715	59823
GCA_003437495	823
GCA_003434285	1353
GCA_003464385	817
GCA_003437265	1965294
GCA_003471525	28111
GCA_003437875	821
GCA_003462895	1680
GCA_003471505	28026
GCA_003478035	1506
GCA_003437205	820
GCA_003458565	310298
GCA_003468465	820
GCA_003464975	165179
GCA_003439285	817
GCA_003470615	1681
GCA_003462685	1965294
GCA_003635365	1869337
GCA_003474385	1929886
GCA_003435125	1506
GCA_003481515	41978
GCA_003433665	158836
GCA_003480185	41978
GCA_003465485	1965294
GCA_003479515	1869337
GCA_003472185	46503
GCA_003463425	28026
GCA_003482185	1971605
GCA_003463375	820
GCA_003459345	2042683
GCA_003438205	820
GCA_003464175	1730
GCA_003474585	1965294
GCA_003437885	544645
GCA_003460775	41978
GCA_003472405	216816
GCA_003464525	820
GCA_003463295	861
GCA_003469475	820
GCA_003473805	142586
GCA_003470435	1263
GCA_003465635	216816
GCA_003436425	142586
GCA_003467795	1965294
GCA_003459305	165179
GCA_003602735	29523
GCA_003439835	1506
GCA_003439895	574930
GCA_003472345	1681
GCA_003479435	142586
GCA_003481355	2040332
GCA_003466565	1965294
GCA_003439755	1396
GCA_003477825	2137881
GCA_003468415	1681
GCA_003471845	1965233
GCA_003464845	1694
GCA_003477995	29523
GCA_003466705	142586
GCA_003459785	1965294
GCA_003437135	216816
GCA_003433985	1506
GCA_003465695	821
GCA_003466205	40518
GCA_003480585	2137881
GCA_003478775	41978
GCA_003482005	1965233
GCA_003437975	1318
GCA_003603195	2049044
GCA_003474595	821
GCA_003471005	1263
GCA_003462105	41978
GCA_003465155	28118
GCA_003461425	2137881
GCA_003478145	1506
GCA_003467215	387090
GCA_003435475	1547
GCA_003436575	1681
GCA_003439635	817
GCA_003481335	1506
GCA_003465095	216816
GCA_003464285	1613
GCA_003438385	216816
GCA_003481745	1879010
GCA_003434565	1898203
GCA_003473655	2137881
GCA_003437605	820
GCA_003471595	1681
GCA_003438925	1730
GCA_003458845	39486
GCA_003435255	29523
GCA_003473745	41978
GCA_003436605	821
GCA_003437825	28026
GCA_003602995	29523
GCA_003475805	154046
GCA_003482275	1898204
GCA_003458965	28026
GCA_003459065	47678
GCA_003470035	360807
GCA_003472485	1965294
GCA_003468965	1730
GCA_003481425	1955243
GCA_003465455	216816
GCA_003435965	2049040
GCA_003463885	821
GCA_003602875	142586
GCA_003474785	28118
GCA_003480105	1506
GCA_003479325	1898204
GCA_003459585	820
GCA_003435515	169435
GCA_003478095	1506
GCA_003469815	142586
GCA_003437665	40520
GCA_003478385	2137881
GCA_003481775	1898204
GCA_003463665	1328
GCA_003474315	1402
GCA_003467785	28026
GCA_003436955	28026
GCA_003434675	2049024
GCA_003462205	41978
GCA_003439215	40520
GCA_003467755	28026
GCA_003459205	165179
GCA_003468485	821
GCA_003602755	29523
GCA_003473525	1506
GCA_003474485	1318
GCA_003459645	1547
GCA_003463625	823
GCA_003458685	1965294
GCA_003482245	1506
GCA_003480555	1955243
GCA_003457765	1680
GCA_003466525	1965294
GCA_003472865	821
GCA_003471885	29523
GCA_003465685	1965294
GCA_003466805	47678
GCA_003458165	1506
GCA_003470805	850
GCA_003477595	1506
GCA_003603295	1926307
GCA_003478795	1506
GCA_003465205	1680
GCA_003435225	1506
GCA_003478025	2137881
GCA_003470505	562
GCA_003467985	1681
GCA_003464935	1730
GCA_003473625	1898203
GCA_003463165	47678
GCA_003478575	2040332
GCA_003478165	1955243
GCA_003474015	28026
GCA_003436535	1263
GCA_003481265	1891238
GCA_003438275	1965294
GCA_003603345	1971605
GCA_003635425	1869337
GCA_003459105	28116
GCA_003470265	1263
GCA_003462725	410072
GCA_003466225	40518
GCA_003435975	1506
GCA_003462025	41978
GCA_003473355	2042683
GCA_003603525	1872103
GCA_003462465	41978
GCA_003438945	28025
GCA_003461825	59823
GCA_003474255	40520
GCA_003471825	823
GCA_003457755	821
GCA_003470225	52226
GCA_003471795	165179
GCA_003603775	29523
GCA_003439595	821
GCA_003438115	1965294
GCA_003461485	41978
GCA_003458755	371601
GCA_003433765	1506
GCA_003459795	1965294
GCA_003603255	2049044
GCA_003460455	2137881
GCA_003468625	360807
GCA_003462285	29523
GCA_003434265	315405
GCA_003467625	1263
GCA_003474465	28116
GCA_003480745	1506
GCA_003463745	821
GCA_003472995	820
GCA_003468555	28026
GCA_003478445	2049040
GCA_003468745	1730
GCA_003464225	1735
GCA_003481015	1506
GCA_003478355	1898203
GCA_003473595	2137881
GCA_003465885	1304
GCA_003477655	1879010
