sample	expe	category	phylum	occurrence
MH0376	addedvalue_com	ES	Bacteroidota	2
MH0376	addedvalue_com	ES	Euryarchaeota	1
MH0376	addedvalue_com	ES	Firmicutes	1
MH0376	addedvalue_com	ES	Firmicutes_A	14
MH0376	addedvalue_com	ES	Firmicutes_C	1
MH0376	addedvalue_com	ES	Proteobacteria	4
MH0376	addedvalue_com	KS	Actinobacteriota	1
MH0376	addedvalue_com	KS	Bacteroidota	9
MH0376	addedvalue_com	KS	Euryarchaeota	1
MH0376	addedvalue_com	KS	Firmicutes	3
MH0376	addedvalue_com	KS	Firmicutes_A	22
MH0376	addedvalue_com	KS	Firmicutes_C	1
MH0376	addedvalue_com	KS	Proteobacteria	5
MH0377	fulltargets_com	AS	Actinobacteriota	1
MH0377	fulltargets_com	AS	Bacteroidota	16
MH0377	fulltargets_com	AS	Firmicutes	3
MH0377	fulltargets_com	AS	Firmicutes_A	16
MH0377	fulltargets_com	AS	Firmicutes_C	1
MH0377	fulltargets_com	AS	Proteobacteria	1
MH0377	fulltargets_com	ES	Bacteroidota	6
MH0377	fulltargets_com	ES	Cyanobacteria	1
MH0377	fulltargets_com	ES	Desulfobacterota_A	1
MH0377	fulltargets_com	ES	Euryarchaeota	1
MH0377	fulltargets_com	ES	Firmicutes	5
MH0377	fulltargets_com	ES	Firmicutes_A	19
MH0377	fulltargets_com	ES	Firmicutes_C	1
MH0377	fulltargets_com	ES	Proteobacteria	2
MH0377	fulltargets_com	KS	Actinobacteriota	1
MH0377	fulltargets_com	KS	Bacteroidota	22
MH0377	fulltargets_com	KS	Cyanobacteria	1
MH0377	fulltargets_com	KS	Desulfobacterota_A	1
MH0377	fulltargets_com	KS	Euryarchaeota	1
MH0377	fulltargets_com	KS	Firmicutes	8
MH0377	fulltargets_com	KS	Firmicutes_A	35
MH0377	fulltargets_com	KS	Firmicutes_C	2
MH0377	fulltargets_com	KS	Proteobacteria	3
MH0377	addedvalue_com	AS	Actinobacteriota	1
MH0377	addedvalue_com	AS	Bacteroidota	4
MH0377	addedvalue_com	AS	Firmicutes	1
MH0377	addedvalue_com	AS	Firmicutes_A	5
MH0377	addedvalue_com	ES	Bacteroidota	8
MH0377	addedvalue_com	ES	Cyanobacteria	1
MH0377	addedvalue_com	ES	Desulfobacterota_A	1
MH0377	addedvalue_com	ES	Euryarchaeota	1
MH0377	addedvalue_com	ES	Firmicutes	1
MH0377	addedvalue_com	ES	Firmicutes_A	14
MH0377	addedvalue_com	ES	Proteobacteria	2
MH0377	addedvalue_com	KS	Actinobacteriota	1
MH0377	addedvalue_com	KS	Bacteroidota	12
MH0377	addedvalue_com	KS	Cyanobacteria	1
MH0377	addedvalue_com	KS	Desulfobacterota_A	1
MH0377	addedvalue_com	KS	Euryarchaeota	1
MH0377	addedvalue_com	KS	Firmicutes	2
MH0377	addedvalue_com	KS	Firmicutes_A	19
MH0377	addedvalue_com	KS	Proteobacteria	2
MH0378	fulltargets_com	AS	Bacteroidota	2
MH0378	fulltargets_com	AS	Firmicutes_A	5
MH0378	fulltargets_com	ES	Bacteroidota	5
MH0378	fulltargets_com	ES	Cyanobacteria	1
MH0378	fulltargets_com	ES	Desulfobacterota_A	1
MH0378	fulltargets_com	ES	Firmicutes	3
MH0378	fulltargets_com	ES	Firmicutes_A	24
MH0378	fulltargets_com	ES	Proteobacteria	2
MH0378	fulltargets_com	KS	Bacteroidota	7
MH0378	fulltargets_com	KS	Cyanobacteria	1
MH0378	fulltargets_com	KS	Desulfobacterota_A	1
MH0378	fulltargets_com	KS	Firmicutes	3
MH0378	fulltargets_com	KS	Firmicutes_A	29
MH0378	fulltargets_com	KS	Proteobacteria	2
MH0378	addedvalue_com	AS	Bacteroidota	15
MH0378	addedvalue_com	AS	Firmicutes	4
MH0378	addedvalue_com	AS	Firmicutes_A	17
MH0378	addedvalue_com	AS	Proteobacteria	2
MH0378	addedvalue_com	ES	Bacteroidota	4
MH0378	addedvalue_com	ES	Cyanobacteria	1
MH0378	addedvalue_com	ES	Desulfobacterota_A	1
MH0378	addedvalue_com	ES	Firmicutes	2
MH0378	addedvalue_com	ES	Firmicutes_A	14
MH0378	addedvalue_com	KS	Bacteroidota	19
MH0378	addedvalue_com	KS	Cyanobacteria	1
MH0378	addedvalue_com	KS	Desulfobacterota_A	1
MH0378	addedvalue_com	KS	Firmicutes	6
MH0378	addedvalue_com	KS	Firmicutes_A	31
MH0378	addedvalue_com	KS	Proteobacteria	2
MH0381	fulltargets_com	AS	Actinobacteriota	1
MH0381	fulltargets_com	AS	Bacteroidota	7
MH0381	fulltargets_com	AS	Firmicutes	1
MH0381	fulltargets_com	AS	Firmicutes_A	21
MH0381	fulltargets_com	AS	Proteobacteria	2
MH0381	fulltargets_com	ES	Bacteroidota	5
MH0381	fulltargets_com	ES	Cyanobacteria	1
MH0381	fulltargets_com	ES	Firmicutes	3
MH0381	fulltargets_com	ES	Firmicutes_A	17
MH0381	fulltargets_com	ES	Firmicutes_C	1
MH0381	fulltargets_com	ES	Proteobacteria	1
MH0381	fulltargets_com	KS	Actinobacteriota	1
MH0381	fulltargets_com	KS	Bacteroidota	12
MH0381	fulltargets_com	KS	Cyanobacteria	1
MH0381	fulltargets_com	KS	Firmicutes	4
MH0381	fulltargets_com	KS	Firmicutes_A	38
MH0381	fulltargets_com	KS	Firmicutes_C	1
MH0381	fulltargets_com	KS	Proteobacteria	3
MH0381	addedvalue_com	AS	Bacteroidota	5
MH0381	addedvalue_com	AS	Cyanobacteria	1
MH0381	addedvalue_com	AS	Firmicutes	5
MH0381	addedvalue_com	AS	Firmicutes_A	18
MH0381	addedvalue_com	AS	Firmicutes_C	1
MH0381	addedvalue_com	AS	Proteobacteria	2
MH0381	addedvalue_com	ES	Bacteroidota	4
MH0381	addedvalue_com	ES	Firmicutes_A	12
MH0381	addedvalue_com	ES	Proteobacteria	1
MH0381	addedvalue_com	KS	Bacteroidota	9
MH0381	addedvalue_com	KS	Cyanobacteria	1
MH0381	addedvalue_com	KS	Firmicutes	5
MH0381	addedvalue_com	KS	Firmicutes_A	30
MH0381	addedvalue_com	KS	Firmicutes_C	1
MH0381	addedvalue_com	KS	Proteobacteria	3
MH0382	fulltargets_com	AS	Actinobacteriota	3
MH0382	fulltargets_com	AS	Bacteroidota	2
MH0382	fulltargets_com	AS	Firmicutes_A	16
MH0382	fulltargets_com	ES	Actinobacteriota	1
MH0382	fulltargets_com	ES	Bacteroidota	8
MH0382	fulltargets_com	ES	Desulfobacterota_A	1
MH0382	fulltargets_com	ES	Firmicutes	1
MH0382	fulltargets_com	ES	Firmicutes_A	15
MH0382	fulltargets_com	ES	Firmicutes_C	1
MH0382	fulltargets_com	ES	Proteobacteria	1
MH0382	fulltargets_com	KS	Actinobacteriota	4
MH0382	fulltargets_com	KS	Bacteroidota	10
MH0382	fulltargets_com	KS	Desulfobacterota_A	1
MH0382	fulltargets_com	KS	Firmicutes	1
MH0382	fulltargets_com	KS	Firmicutes_A	31
MH0382	fulltargets_com	KS	Firmicutes_C	1
MH0382	fulltargets_com	KS	Proteobacteria	1
MH0382	addedvalue_com	AS	Actinobacteriota	1
MH0382	addedvalue_com	AS	Bacteroidota	5
MH0382	addedvalue_com	AS	Firmicutes_A	12
MH0382	addedvalue_com	AS	Firmicutes_C	1
MH0382	addedvalue_com	ES	Actinobacteriota	1
MH0382	addedvalue_com	ES	Bacteroidota	5
MH0382	addedvalue_com	ES	Firmicutes	1
MH0382	addedvalue_com	ES	Firmicutes_A	12
MH0382	addedvalue_com	KS	Actinobacteriota	2
MH0382	addedvalue_com	KS	Bacteroidota	10
MH0382	addedvalue_com	KS	Firmicutes	1
MH0382	addedvalue_com	KS	Firmicutes_A	24
MH0382	addedvalue_com	KS	Firmicutes_C	1
MH0383	fulltargets_com	AS	Actinobacteriota	1
MH0383	fulltargets_com	AS	Bacteroidota	7
MH0383	fulltargets_com	AS	Firmicutes	2
MH0383	fulltargets_com	AS	Firmicutes_A	12
MH0383	fulltargets_com	ES	Actinobacteriota	1
MH0383	fulltargets_com	ES	Bacteroidota	10
MH0383	fulltargets_com	ES	Firmicutes	5
MH0383	fulltargets_com	ES	Firmicutes_A	17
MH0383	fulltargets_com	ES	Firmicutes_C	5
MH0383	fulltargets_com	ES	Proteobacteria	2
MH0383	fulltargets_com	KS	Actinobacteriota	2
MH0383	fulltargets_com	KS	Bacteroidota	17
MH0383	fulltargets_com	KS	Firmicutes	7
MH0383	fulltargets_com	KS	Firmicutes_A	29
MH0383	fulltargets_com	KS	Firmicutes_C	5
MH0383	fulltargets_com	KS	Proteobacteria	2
MH0383	addedvalue_com	AS	Bacteroidota	8
MH0383	addedvalue_com	AS	Firmicutes	2
MH0383	addedvalue_com	AS	Firmicutes_A	11
MH0383	addedvalue_com	ES	Actinobacteriota	1
MH0383	addedvalue_com	ES	Bacteroidota	9
MH0383	addedvalue_com	ES	Firmicutes	4
MH0383	addedvalue_com	ES	Firmicutes_A	10
MH0383	addedvalue_com	ES	Firmicutes_C	5
MH0383	addedvalue_com	ES	Proteobacteria	1
MH0383	addedvalue_com	KS	Actinobacteriota	1
MH0383	addedvalue_com	KS	Bacteroidota	17
MH0383	addedvalue_com	KS	Firmicutes	6
MH0383	addedvalue_com	KS	Firmicutes_A	21
MH0383	addedvalue_com	KS	Firmicutes_C	5
MH0383	addedvalue_com	KS	Proteobacteria	1
MH0384	fulltargets_com	AS	Bacteroidota	11
MH0384	fulltargets_com	AS	Firmicutes	2
MH0384	fulltargets_com	AS	Firmicutes_A	17
MH0384	fulltargets_com	ES	Bacteroidota	4
MH0384	fulltargets_com	ES	Firmicutes	3
MH0384	fulltargets_com	ES	Firmicutes_A	20
MH0384	fulltargets_com	ES	Proteobacteria	1
MH0384	fulltargets_com	KS	Bacteroidota	15
MH0384	fulltargets_com	KS	Firmicutes	5
MH0384	fulltargets_com	KS	Firmicutes_A	37
MH0384	fulltargets_com	KS	Proteobacteria	1
MH0384	addedvalue_com	AS	Actinobacteriota	1
MH0384	addedvalue_com	AS	Bacteroidota	13
MH0384	addedvalue_com	AS	Firmicutes	4
MH0384	addedvalue_com	AS	Firmicutes_A	13
MH0384	addedvalue_com	ES	Bacteroidota	3
MH0384	addedvalue_com	ES	Firmicutes	1
MH0384	addedvalue_com	ES	Firmicutes_A	11
MH0384	addedvalue_com	KS	Actinobacteriota	1
MH0384	addedvalue_com	KS	Bacteroidota	16
MH0384	addedvalue_com	KS	Firmicutes	5
MH0384	addedvalue_com	KS	Firmicutes_A	24
MH0385	fulltargets_com	AS	Bacteroidota	11
MH0385	fulltargets_com	AS	Cyanobacteria	1
MH0385	fulltargets_com	AS	Firmicutes	3
MH0385	fulltargets_com	AS	Firmicutes_A	16
MH0385	fulltargets_com	AS	Proteobacteria	1
MH0385	fulltargets_com	ES	Bacteroidota	4
MH0385	fulltargets_com	ES	Cyanobacteria	1
MH0385	fulltargets_com	ES	Desulfobacterota_A	1
MH0385	fulltargets_com	ES	Firmicutes	2
MH0385	fulltargets_com	ES	Firmicutes_A	17
MH0385	fulltargets_com	ES	Firmicutes_C	1
MH0385	fulltargets_com	ES	Proteobacteria	1
MH0385	fulltargets_com	KS	Bacteroidota	15
MH0385	fulltargets_com	KS	Cyanobacteria	2
MH0385	fulltargets_com	KS	Desulfobacterota_A	1
MH0385	fulltargets_com	KS	Firmicutes	5
MH0385	fulltargets_com	KS	Firmicutes_A	33
MH0385	fulltargets_com	KS	Firmicutes_C	1
MH0385	fulltargets_com	KS	Proteobacteria	2
MH0385	addedvalue_com	AS	Bacteroidota	4
MH0385	addedvalue_com	AS	Firmicutes_A	8
MH0385	addedvalue_com	ES	Bacteroidota	3
MH0385	addedvalue_com	ES	Cyanobacteria	1
MH0385	addedvalue_com	ES	Desulfobacterota_A	1
MH0385	addedvalue_com	ES	Firmicutes	1
MH0385	addedvalue_com	ES	Firmicutes_A	12
MH0385	addedvalue_com	ES	Firmicutes_C	1
MH0385	addedvalue_com	ES	Proteobacteria	1
MH0385	addedvalue_com	KS	Bacteroidota	7
MH0385	addedvalue_com	KS	Cyanobacteria	1
MH0385	addedvalue_com	KS	Desulfobacterota_A	1
MH0385	addedvalue_com	KS	Firmicutes	1
MH0385	addedvalue_com	KS	Firmicutes_A	20
MH0385	addedvalue_com	KS	Firmicutes_C	1
MH0385	addedvalue_com	KS	Proteobacteria	1
MH0386	fulltargets_com	AS	Bacteroidota	6
MH0386	fulltargets_com	AS	Firmicutes	4
MH0386	fulltargets_com	AS	Firmicutes_A	15
MH0386	fulltargets_com	ES	Actinobacteriota	1
MH0386	fulltargets_com	ES	Bacteroidota	5
MH0386	fulltargets_com	ES	Cyanobacteria	1
MH0386	fulltargets_com	ES	Firmicutes	2
MH0386	fulltargets_com	ES	Firmicutes_A	20
MH0386	fulltargets_com	ES	Firmicutes_C	1
MH0386	fulltargets_com	ES	Proteobacteria	2
MH0386	fulltargets_com	KS	Actinobacteriota	1
MH0386	fulltargets_com	KS	Bacteroidota	11
MH0386	fulltargets_com	KS	Cyanobacteria	1
MH0386	fulltargets_com	KS	Firmicutes	6
MH0386	fulltargets_com	KS	Firmicutes_A	35
MH0386	fulltargets_com	KS	Firmicutes_C	1
MH0386	fulltargets_com	KS	Proteobacteria	2
MH0386	addedvalue_com	AS	Bacteroidota	6
MH0386	addedvalue_com	AS	Firmicutes	2
MH0386	addedvalue_com	AS	Firmicutes_A	12
MH0386	addedvalue_com	ES	Actinobacteriota	1
MH0386	addedvalue_com	ES	Bacteroidota	5
MH0386	addedvalue_com	ES	Cyanobacteria	1
MH0386	addedvalue_com	ES	Firmicutes	2
MH0386	addedvalue_com	ES	Firmicutes_A	12
MH0386	addedvalue_com	ES	Proteobacteria	1
MH0386	addedvalue_com	KS	Actinobacteriota	1
MH0386	addedvalue_com	KS	Bacteroidota	11
MH0386	addedvalue_com	KS	Cyanobacteria	1
MH0386	addedvalue_com	KS	Firmicutes	4
MH0386	addedvalue_com	KS	Firmicutes_A	24
MH0386	addedvalue_com	KS	Proteobacteria	1
MH0387	fulltargets_com	AS	Actinobacteriota	4
MH0387	fulltargets_com	AS	Bacteroidota	1
MH0387	fulltargets_com	AS	Firmicutes_A	1
MH0387	fulltargets_com	ES	Bacteroidota	8
MH0387	fulltargets_com	ES	Firmicutes	2
MH0387	fulltargets_com	ES	Firmicutes_A	19
MH0387	fulltargets_com	ES	Firmicutes_C	1
MH0387	fulltargets_com	ES	Proteobacteria	1
MH0387	fulltargets_com	KS	Actinobacteriota	4
MH0387	fulltargets_com	KS	Bacteroidota	9
MH0387	fulltargets_com	KS	Firmicutes	2
MH0387	fulltargets_com	KS	Firmicutes_A	20
MH0387	fulltargets_com	KS	Firmicutes_C	1
MH0387	fulltargets_com	KS	Proteobacteria	1
MH0387	addedvalue_com	AS	Actinobacteriota	4
MH0387	addedvalue_com	AS	Bacteroidota	5
MH0387	addedvalue_com	AS	Desulfobacterota_A	1
MH0387	addedvalue_com	AS	Firmicutes_A	5
MH0387	addedvalue_com	AS	Proteobacteria	1
MH0387	addedvalue_com	ES	Bacteroidota	5
MH0387	addedvalue_com	ES	Firmicutes	2
MH0387	addedvalue_com	ES	Firmicutes_A	11
MH0387	addedvalue_com	ES	Firmicutes_C	1
MH0387	addedvalue_com	ES	Proteobacteria	1
MH0387	addedvalue_com	KS	Actinobacteriota	4
MH0387	addedvalue_com	KS	Bacteroidota	10
MH0387	addedvalue_com	KS	Desulfobacterota_A	1
MH0387	addedvalue_com	KS	Firmicutes	2
MH0387	addedvalue_com	KS	Firmicutes_A	16
MH0387	addedvalue_com	KS	Firmicutes_C	1
MH0387	addedvalue_com	KS	Proteobacteria	2
MH0388	fulltargets_com	AS	Actinobacteriota	2
MH0388	fulltargets_com	AS	Bacteroidota	2
MH0388	fulltargets_com	AS	Firmicutes_A	1
MH0388	fulltargets_com	AS	Proteobacteria	1
MH0388	fulltargets_com	ES	Actinobacteriota	1
MH0388	fulltargets_com	ES	Bacteroidota	6
MH0388	fulltargets_com	ES	Desulfobacterota_A	2
MH0388	fulltargets_com	ES	Firmicutes	1
MH0388	fulltargets_com	ES	Firmicutes_A	14
MH0388	fulltargets_com	ES	Firmicutes_C	2
MH0388	fulltargets_com	ES	Proteobacteria	6
MH0388	fulltargets_com	KS	Actinobacteriota	3
MH0388	fulltargets_com	KS	Bacteroidota	8
MH0388	fulltargets_com	KS	Desulfobacterota_A	2
MH0388	fulltargets_com	KS	Firmicutes	1
MH0388	fulltargets_com	KS	Firmicutes_A	15
MH0388	fulltargets_com	KS	Firmicutes_C	2
MH0388	fulltargets_com	KS	Proteobacteria	7
MH0388	addedvalue_com	AS	Actinobacteriota	2
MH0388	addedvalue_com	AS	Bacteroidota	9
MH0388	addedvalue_com	AS	Desulfobacterota_A	1
MH0388	addedvalue_com	AS	Firmicutes_A	6
MH0388	addedvalue_com	AS	Firmicutes_C	3
MH0388	addedvalue_com	AS	Proteobacteria	1
MH0388	addedvalue_com	ES	Bacteroidota	4
MH0388	addedvalue_com	ES	Desulfobacterota_A	1
MH0388	addedvalue_com	ES	Firmicutes	1
MH0388	addedvalue_com	ES	Firmicutes_A	11
MH0388	addedvalue_com	ES	Proteobacteria	6
MH0388	addedvalue_com	KS	Actinobacteriota	2
MH0388	addedvalue_com	KS	Bacteroidota	13
MH0388	addedvalue_com	KS	Desulfobacterota_A	2
MH0388	addedvalue_com	KS	Firmicutes	1
MH0388	addedvalue_com	KS	Firmicutes_A	17
MH0388	addedvalue_com	KS	Firmicutes_C	3
MH0388	addedvalue_com	KS	Proteobacteria	7
MH0389	fulltargets_com	AS	Bacteroidota	5
MH0389	fulltargets_com	AS	Firmicutes_A	16
MH0389	fulltargets_com	ES	Bacteroidota	7
MH0389	fulltargets_com	ES	Desulfobacterota_A	1
MH0389	fulltargets_com	ES	Euryarchaeota	1
MH0389	fulltargets_com	ES	Firmicutes_A	20
MH0389	fulltargets_com	ES	Firmicutes_C	1
MH0389	fulltargets_com	ES	Proteobacteria	2
MH0389	fulltargets_com	KS	Bacteroidota	12
MH0389	fulltargets_com	KS	Desulfobacterota_A	1
MH0389	fulltargets_com	KS	Euryarchaeota	1
MH0389	fulltargets_com	KS	Firmicutes_A	36
MH0389	fulltargets_com	KS	Firmicutes_C	1
MH0389	fulltargets_com	KS	Proteobacteria	2
MH0389	addedvalue_com	AS	Bacteroidota	11
MH0389	addedvalue_com	AS	Firmicutes_A	21
MH0389	addedvalue_com	AS	Proteobacteria	1
MH0389	addedvalue_com	ES	Bacteroidota	5
MH0389	addedvalue_com	ES	Desulfobacterota_A	1
MH0389	addedvalue_com	ES	Firmicutes_A	13
MH0389	addedvalue_com	ES	Proteobacteria	1
MH0389	addedvalue_com	KS	Bacteroidota	16
MH0389	addedvalue_com	KS	Desulfobacterota_A	1
MH0389	addedvalue_com	KS	Firmicutes_A	34
MH0389	addedvalue_com	KS	Proteobacteria	2
MH0390	fulltargets_com	AS	Bacteroidota	2
MH0390	fulltargets_com	AS	Euryarchaeota	1
MH0390	fulltargets_com	AS	Firmicutes_A	3
MH0390	fulltargets_com	ES	Bacteroidota	6
MH0390	fulltargets_com	ES	Desulfobacterota_A	1
MH0390	fulltargets_com	ES	Firmicutes	5
MH0390	fulltargets_com	ES	Firmicutes_A	23
MH0390	fulltargets_com	ES	Proteobacteria	1
MH0390	fulltargets_com	KS	Bacteroidota	8
MH0390	fulltargets_com	KS	Desulfobacterota_A	1
MH0390	fulltargets_com	KS	Euryarchaeota	1
MH0390	fulltargets_com	KS	Firmicutes	5
MH0390	fulltargets_com	KS	Firmicutes_A	26
MH0390	fulltargets_com	KS	Proteobacteria	1
MH0390	addedvalue_com	AS	Actinobacteriota	1
MH0390	addedvalue_com	AS	Bacteroidota	6
MH0390	addedvalue_com	AS	Desulfobacterota_A	1
MH0390	addedvalue_com	AS	Firmicutes	2
MH0390	addedvalue_com	AS	Firmicutes_A	11
MH0390	addedvalue_com	AS	Proteobacteria	1
MH0390	addedvalue_com	ES	Bacteroidota	4
MH0390	addedvalue_com	ES	Desulfobacterota_A	1
MH0390	addedvalue_com	ES	Firmicutes	3
MH0390	addedvalue_com	ES	Firmicutes_A	12
MH0390	addedvalue_com	ES	Proteobacteria	1
MH0390	addedvalue_com	KS	Actinobacteriota	1
MH0390	addedvalue_com	KS	Bacteroidota	10
MH0390	addedvalue_com	KS	Desulfobacterota_A	2
MH0390	addedvalue_com	KS	Firmicutes	5
MH0390	addedvalue_com	KS	Firmicutes_A	23
MH0390	addedvalue_com	KS	Proteobacteria	2
MH0391	fulltargets_com	AS	Bacteroidota	6
MH0391	fulltargets_com	AS	Firmicutes	3
MH0391	fulltargets_com	AS	Firmicutes_A	10
MH0391	fulltargets_com	AS	Proteobacteria	1
MH0391	fulltargets_com	ES	Bacteroidota	6
MH0391	fulltargets_com	ES	Euryarchaeota	1
MH0391	fulltargets_com	ES	Firmicutes	3
MH0391	fulltargets_com	ES	Firmicutes_A	20
MH0391	fulltargets_com	ES	Proteobacteria	2
MH0391	fulltargets_com	KS	Bacteroidota	12
MH0391	fulltargets_com	KS	Euryarchaeota	1
MH0391	fulltargets_com	KS	Firmicutes	6
MH0391	fulltargets_com	KS	Firmicutes_A	30
MH0391	fulltargets_com	KS	Proteobacteria	3
MH0391	addedvalue_com	AS	Actinobacteriota	1
MH0391	addedvalue_com	AS	Bacteroidota	12
MH0391	addedvalue_com	AS	Desulfobacterota_A	1
MH0391	addedvalue_com	AS	Euryarchaeota	1
MH0391	addedvalue_com	AS	Firmicutes	3
MH0391	addedvalue_com	AS	Firmicutes_A	15
MH0391	addedvalue_com	AS	Proteobacteria	3
MH0391	addedvalue_com	AS	Verrucomicrobiota	1
MH0391	addedvalue_com	ES	Bacteroidota	4
MH0391	addedvalue_com	ES	Firmicutes	2
MH0391	addedvalue_com	ES	Firmicutes_A	12
MH0391	addedvalue_com	ES	Proteobacteria	1
MH0391	addedvalue_com	KS	Actinobacteriota	1
MH0391	addedvalue_com	KS	Bacteroidota	16
MH0391	addedvalue_com	KS	Desulfobacterota_A	1
MH0391	addedvalue_com	KS	Euryarchaeota	1
MH0391	addedvalue_com	KS	Firmicutes	5
MH0391	addedvalue_com	KS	Firmicutes_A	27
MH0391	addedvalue_com	KS	Proteobacteria	4
MH0391	addedvalue_com	KS	Verrucomicrobiota	1
MH0393	fulltargets_com	AS	Actinobacteriota	2
MH0393	fulltargets_com	AS	Firmicutes_A	7
MH0393	fulltargets_com	ES	Actinobacteriota	1
MH0393	fulltargets_com	ES	Bacteroidota	10
MH0393	fulltargets_com	ES	Desulfobacterota_A	2
MH0393	fulltargets_com	ES	Firmicutes	4
MH0393	fulltargets_com	ES	Firmicutes_A	13
MH0393	fulltargets_com	ES	Firmicutes_C	3
MH0393	fulltargets_com	ES	Proteobacteria	2
MH0393	fulltargets_com	KS	Actinobacteriota	3
MH0393	fulltargets_com	KS	Bacteroidota	10
MH0393	fulltargets_com	KS	Desulfobacterota_A	2
MH0393	fulltargets_com	KS	Firmicutes	4
MH0393	fulltargets_com	KS	Firmicutes_A	20
MH0393	fulltargets_com	KS	Firmicutes_C	3
MH0393	fulltargets_com	KS	Proteobacteria	2
MH0393	addedvalue_com	AS	Actinobacteriota	2
MH0393	addedvalue_com	AS	Bacteroidota	2
MH0393	addedvalue_com	AS	Firmicutes_A	7
MH0393	addedvalue_com	ES	Actinobacteriota	1
MH0393	addedvalue_com	ES	Bacteroidota	7
MH0393	addedvalue_com	ES	Desulfobacterota_A	2
MH0393	addedvalue_com	ES	Firmicutes	3
MH0393	addedvalue_com	ES	Firmicutes_A	10
MH0393	addedvalue_com	ES	Firmicutes_C	2
MH0393	addedvalue_com	ES	Proteobacteria	1
MH0393	addedvalue_com	KS	Actinobacteriota	3
MH0393	addedvalue_com	KS	Bacteroidota	9
MH0393	addedvalue_com	KS	Desulfobacterota_A	2
MH0393	addedvalue_com	KS	Firmicutes	3
MH0393	addedvalue_com	KS	Firmicutes_A	17
MH0393	addedvalue_com	KS	Firmicutes_C	2
MH0393	addedvalue_com	KS	Proteobacteria	1
MH0395	fulltargets_com	AS	Bacteroidota	11
MH0395	fulltargets_com	AS	Firmicutes	4
MH0395	fulltargets_com	AS	Firmicutes_A	31
MH0395	fulltargets_com	AS	Firmicutes_C	1
MH0395	fulltargets_com	AS	Verrucomicrobiota	1
MH0395	fulltargets_com	ES	Actinobacteriota	1
MH0395	fulltargets_com	ES	Bacteroidota	3
MH0395	fulltargets_com	ES	Firmicutes	1
MH0395	fulltargets_com	ES	Firmicutes_A	15
MH0395	fulltargets_com	ES	Proteobacteria	1
MH0395	fulltargets_com	ES	Thermoplasmatota	1
MH0395	fulltargets_com	KS	Actinobacteriota	1
MH0395	fulltargets_com	KS	Bacteroidota	14
MH0395	fulltargets_com	KS	Firmicutes	5
MH0395	fulltargets_com	KS	Firmicutes_A	46
MH0395	fulltargets_com	KS	Firmicutes_C	1
MH0395	fulltargets_com	KS	Proteobacteria	1
MH0395	fulltargets_com	KS	Thermoplasmatota	1
MH0395	fulltargets_com	KS	Verrucomicrobiota	1
MH0395	addedvalue_com	AS	Bacteroidota	4
MH0395	addedvalue_com	AS	Firmicutes	2
MH0395	addedvalue_com	AS	Firmicutes_A	5
MH0395	addedvalue_com	AS	Verrucomicrobiota	1
MH0395	addedvalue_com	ES	Actinobacteriota	1
MH0395	addedvalue_com	ES	Bacteroidota	4
MH0395	addedvalue_com	ES	Firmicutes	1
MH0395	addedvalue_com	ES	Firmicutes_A	13
MH0395	addedvalue_com	ES	Proteobacteria	1
MH0395	addedvalue_com	KS	Actinobacteriota	1
MH0395	addedvalue_com	KS	Bacteroidota	8
MH0395	addedvalue_com	KS	Firmicutes	3
MH0395	addedvalue_com	KS	Firmicutes_A	18
MH0395	addedvalue_com	KS	Proteobacteria	1
MH0395	addedvalue_com	KS	Verrucomicrobiota	1
MH0396	fulltargets_com	AS	Actinobacteriota	3
MH0396	fulltargets_com	AS	Bacteroidota	7
MH0396	fulltargets_com	AS	Euryarchaeota	1
MH0396	fulltargets_com	AS	Firmicutes_A	23
MH0396	fulltargets_com	AS	Firmicutes_C	1
MH0396	fulltargets_com	ES	Bacteroidota	2
MH0396	fulltargets_com	ES	Firmicutes	2
MH0396	fulltargets_com	ES	Firmicutes_A	22
MH0396	fulltargets_com	ES	Firmicutes_C	1
MH0396	fulltargets_com	ES	Proteobacteria	2
MH0396	fulltargets_com	KS	Actinobacteriota	3
MH0396	fulltargets_com	KS	Bacteroidota	9
MH0396	fulltargets_com	KS	Euryarchaeota	1
MH0396	fulltargets_com	KS	Firmicutes	2
MH0396	fulltargets_com	KS	Firmicutes_A	45
MH0396	fulltargets_com	KS	Firmicutes_C	2
MH0396	fulltargets_com	KS	Proteobacteria	2
MH0396	addedvalue_com	AS	Bacteroidota	3
MH0396	addedvalue_com	AS	Firmicutes	1
MH0396	addedvalue_com	AS	Firmicutes_A	9
MH0396	addedvalue_com	ES	Bacteroidota	2
MH0396	addedvalue_com	ES	Firmicutes	2
MH0396	addedvalue_com	ES	Firmicutes_A	16
MH0396	addedvalue_com	ES	Proteobacteria	2
MH0396	addedvalue_com	KS	Bacteroidota	5
MH0396	addedvalue_com	KS	Firmicutes	3
MH0396	addedvalue_com	KS	Firmicutes_A	25
MH0396	addedvalue_com	KS	Proteobacteria	2
MH0397	fulltargets_com	AS	Bacteroidota	3
MH0397	fulltargets_com	AS	Firmicutes	1
MH0397	fulltargets_com	AS	Firmicutes_A	15
MH0397	fulltargets_com	AS	Proteobacteria	1
MH0397	fulltargets_com	ES	Bacteroidota	5
MH0397	fulltargets_com	ES	Firmicutes	3
MH0397	fulltargets_com	ES	Firmicutes_A	27
MH0397	fulltargets_com	ES	Firmicutes_C	1
