	1-AMINO-PROPAN-2-ONE-3-PHOSPHATE	13-HYDROXY-MAGNESIUM-PROTOPORP	131-OXO-MAGNESIUM-PROTOPORPHYRIN-IX-13-M	2-ALPHA-HYDROXYETHYL-THPP	2-AMINOMUCONATE_SEMIALDEHYDE	2-CH2-GLUTARATE	2-DEHYDRO-3-DEOXY-D-GALACTONATE	2-DEHYDRO-3-DEOXY-D-GLUCONATE	2-DH-3-DO-D-ARABINONATE	2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP	2-KETO-3-DEOXY-D-GLUCARATE	2-KETO-GLUTARAMATE	2-OCTAPRENYL-6-HYDROXYPHENOL	2-OCTAPRENYL-6-METHOXYPHENOL	2-OCTAPRENYLPHENOL	2CH2-3CH3-SUCC	2K-ADIPATE	3-4-DIHYDROXYBENZOATE	3-5-ADP	3-BETA-D-GLUCOSYLGLUCOSE	3-DEHYDRO-SHIKIMATE	3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P	3-ENOLPYRUVYL-SHIKIMATE-5P	3-HEXAPRENYL-4-HYDROXYBENZOATE	3-HYDROXY-3-METHYL-GLUTARYL-COA	3-HYDROXY-PROPIONATE	3-HYDROXY-PROPIONYL-COA	3-HYDROXYADIPYL-COA	3-KETO-ADIPATE	3-KETO-ADIPYL-COA	3-OCTAPRENYL-4-HYDROXYBENZOATE	3-OH-BENZALDEHYDE	3-OXOADIPATE-ENOL-LACTONE	3-UREIDO-ISOBUTYRATE	34-DIHYDROXYPHENYLACETALDEHYDE	3OH-4P-OH-ALPHA-KETOBUTYRATE	4-AMINO-4-DEOXYCHORISMATE	4-HYDROXY-BUTYRATE	4-HYDROXY-BUTYRYL-COA	4-HYDROXYPHENYLACETATE	4-MALEYL-ACETOACETATE	4-METHYLCATECHOL	4-OXALOMESACONATE	4-PHOSPHONOOXY-THREONINE	5-AMINO-LEVULINATE	5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-	5-KETO-4-DEOXY-D-GLUCARATE	5-METHYLTHIOINOSINE	ACETONE	ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE	ACETYL-ETCETERA-GLUCOSAMINYLDIPHOSPHOUND	ACRYLYL-COA	ADENOSYL-HOMO-CYS	ADP-L-GLYCERO-D-MANNO-HEPTOSE	ALGINATE	Alkanes	ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	ALL-TRANS-HEXAPRENYL-DIPHOSPHATE	ALLYSINE	ALPHA-D-GALACTOSYL-13-BETA-D-GALACTOS	ALPHA-RIBAZOLE	ALPHA-RIBAZOLE-5-P	ALTROSE	AMINO-HYDROXYMETHYL-METHYL-PYR-P	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP	ANTHRANILATE	BETA-D-GAL-1-3-D-GLCNAC	BETA-D-GALACTOSYL-ETCETERA-GLUCOSAMINE	BETAINE_ALDEHYDE	BETAINE-ALDEHYDE-HYDRATE	BUTANEDIOL	BUTYRIC_ACID	BUTYRYL-COA	BUTYRYL-P	C4	C55-PP-GLCNAC-MANNACA	C55-PP-GLCNAC-MANNACA-FUC4NAC	CAFFEOYL-COA	CARBON-MONOXIDE	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	CATECHOL	CHLOROACETIC-ACID	CHORISMATE	CIS-CIS-MUCONATE	COBALT-FACTOR-III	COBALT-SIROHYDROCHLORIN	COPROPORPHYRIN_III	COPROPORPHYRINOGEN_I	COPROPORPHYRINOGEN_III	CPD-10116	CPD-10158	CPD-10159	CPD-10160	CPD-10246	CPD-10477	CPD-10483	CPD-10484	CPD-10551	CPD-1061	CPD-1063	CPD-1070	CPD-10752	CPD-10753	CPD-10754	CPD-10755	CPD-10773	CPD-10774	CPD-10775	CPD-10776	CPD-10792	CPD-10796	CPD-10818	CPD-10826	CPD-10832	CPD-110	CPD-1111	CPD-1114	CPD-112	CPD-1128	CPD-11293	CPD-1133	CPD-1134	CPD-1136	CPD-11419	CPD-11420	CPD-11444	CPD-11533	CPD-11620	CPD-11751	CPD-11770	CPD-11799	CPD-11881	CPD-11984	CPD-12115	CPD-12116	CPD-12117	CPD-12118	CPD-12124	CPD-12125	CPD-12126	CPD-12179	CPD-12258	CPD-12274	CPD-12278	CPD-12303	CPD-12304	CPD-12321	CPD-12334	CPD-12335	CPD-12336	CPD-12460	CPD-12461	CPD-12513	CPD-12645	CPD-12677	CPD-12760	CPD-12768	CPD-12769	CPD-12771	CPD-12772	CPD-12773	CPD-12781	CPD-12782	CPD-12783	CPD-12849	CPD-12855	CPD-12955	CPD-13013	CPD-13015	CPD-13034	CPD-13044	CPD-13149	CPD-13324	CPD-13546	CPD-13559	CPD-13644	CPD-13722	CPD-13846	CPD-13852	CPD-14015	CPD-142	CPD-14205	CPD-14248	CPD-14310	CPD-14332	CPD-14441	CPD-14442	CPD-14447	CPD-14808	CPD-14845	CPD-14873	CPD-14877	CPD-14916	CPD-14931	CPD-15015	CPD-15124	CPD-15127	CPD-15182	CPD-15199	CPD-15344	CPD-15345	CPD-15377	CPD-15427	CPD-15428	CPD-15429	CPD-15430	CPD-15431	CPD-155	CPD-15555	CPD-15616	CPD-157	CPD-15700	CPD-15717	CPD-15826	CPD-15936	CPD-15999	CPD-16467	CPD-16522	CPD-16569	CPD-16572	CPD-16607	CPD-16647	CPD-16817	CPD-16819	CPD-16854	CPD-16855	CPD-16876	CPD-17063	CPD-17070	CPD-17141	CPD-17461	CPD-17510	CPD-17511	CPD-17635	CPD-17708	CPD-17709	CPD-17712	CPD-18063	CPD-18064	CPD-18260	CPD-184	CPD-1843	CPD-18508	CPD-18909	CPD-18913	CPD-19003	CPD-19028	CPD-191	CPD-19135	CPD-19136	CPD-19307	CPD-19308	CPD-1943	CPD-19747	CPD-19847	CPD-19874	CPD-19881	CPD-20067	CPD-20068	CPD-20069	CPD-20118	CPD-20508	CPD-20510	CPD-21068	CPD-21305	CPD-21306	CPD-21340	CPD-21376	CPD-221	CPD-226	CPD-227	CPD-2343	CPD-237	CPD-245	CPD-253	CPD-2542	CPD-277	CPD-299	CPD-30	CPD-313	CPD-317	CPD-339	CPD-341	CPD-343	CPD-3462	CPD-347	CPD-35	CPD-355	CPD-358	CPD-365	CPD-366	CPD-367	CPD-369	CPD-372	CPD-3745	CPD-380	CPD-385	CPD-389	CPD-404	CPD-421	CPD-428	CPD-464	CPD-465	CPD-471	CPD-479	CPD-488	CPD-499	CPD-551	CPD-556	CPD-560	CPD-564	CPD-568	CPD-569	CPD-5802	CPD-581	CPD-601	CPD-61	CPD-618	CPD-622	CPD-627	CPD-633	CPD-635	CPD-636	CPD-637	CPD-642	CPD-643	CPD-645	CPD-651	CPD-654	CPD-659	CPD-66	CPD-662	CPD-665	CPD-675	CPD-676	CPD-6761	CPD-679	CPD-686	CPD-687	CPD-688	CPD-689	CPD-7000	CPD-7002	CPD-7003	CPD-7246	CPD-7616	CPD-7649	CPD-7682	CPD-7695	CPD-7737	CPD-782	CPD-783	CPD-784	CPD-785	CPD-786	CPD-787	CPD-804	CPD-8050	CPD-8052	CPD-822	CPD-827	CPD-85	CPD-8651	CPD-8670	CPD-87	CPD-8746	CPD-8781	CPD-8891	CPD-8999	CPD-9000	CPD-9038	CPD-9039	CPD-9040	CPD-9041	CPD-9042	CPD-9043	CPD-9044	CPD-9045	CPD-9047	CPD-9048	CPD-9049	CPD-9190	CPD-9369	CPD-9371	CPD-9387	CPD-9406	CPD-9407	CPD-9436	CPD-9444	CPD-9521	CPD-9569	CPD-9570	CPD-9852	CPD-9853	CPD-9863	CPD-9906	CPD-9908	CPD-9910	CPD-9911	CPD-9995	CPD0-1122	CPD0-1643	CPD0-181	CPD0-2056	CPD0-2121	CPD0-2184	CPD0-2244	CPD0-2298	CPD0-2467	CPD0-888	CPD3O-4151	D-ALTRONATE	D-altropyranoses	D-arabinofuranose	D-arabinopyranose	D-aspartate-peptidoglycan	D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	D-galactopyranose-6-phosphate	D-LACTOYL-COA	D-METHYL-MALONYL-COA	D-RIBULOSE	D-RIBULOSE-1-P	D-tagatofuranose	D-XYLONATE	D-Xylopyranose	D-Xylose	D-XYLULOSE	DEHYDRO-3-DEOXY-L-RHAMNONATE	DEHYDROQUINATE	DETHIOBIOTIN	DIAMINONONANOATE	DIHYDRO-THYMINE	DIHYDROSIROHYDROCHLORIN	DIHYDROXY-BUTANONE-P	DIHYDROXYPENTANEDIONE	DIMETHYL-D-RIBITYL-LUMAZINE	DIMETHYLAMINE	DIMETHYLBENZIMIDAZOLE	DIMETHYLMAL-CPD	DIVINYL-PROTOCHLOROPHYLLIDE-A	DOPAMINE	ERYTHRONATE-4P	ETHYLENE-CMPD	FADH2	FERULOYL-COA	FORMYL-COA	Fructofuranose	GALACTITOL	GALACTITOL-1-PHOSPHATE	GLUTACONATE	GLUTACONYL-COA	GLUTAMATE-1-SEMIALDEHYDE	GLYCOL	GLYCOLLATE	HEXANOYL-COA	HISTIDINAL	HISTIDINOL	HOMO-I-CIT	HOMO-SER	HOP-2229-ENE	HOPAN-22-OL	HYDROXYMETHYLBILANE	HYDROXYMUCONATE-SALD	HYDRPHENYLAC-CPD	IMIDAZOLE-ACETOL-P	INDOLE_ACETALDEHYDE	INDOLE_ACETATE_AUXIN	INDOLE_PYRUVATE	INDOLEYL-CPD	ISOBUTANOL	ISOBUTYRYL-COA	K-HEXANOYL-COA	L-23-DIAMINOPROPANOATE	L-CYSTEATE	L-DI-GMP	L-HISTIDINOL-P	L-RIBULOSE-5-P	L-XYLULOSE	LACTALD	LACTOYL-COA	Linear-Malto-Oligosaccharides	Long-Chain-Acyl-CoAs	Long-Chain-Aldehydes	Long-Chain-Fatty-Acids	MALEAMATE	MALONYL-COA	Malto-Oligosaccharides	Maltodextrins	MALTOOLIGOSYLTREHALOSE	MESO-TARTRATE	METHYL-MALONYL-COA	METHYLAMINE	MEVALONATE	MG-PROTOPORPHYRIN	MG-PROTOPORPHYRIN-MONOMETHYL-ESTER	Mono-trans-poly-cis-polyprenyl-PP	N-5-PHOSPHORIBOSYL-ANTHRANILATE	N-ACETYL-L-24-DIAMINOBUTANOATE	N-ACETYL-NEURAMINATE-9P	N2-SUCCINYLGLUTAMATE	N2-SUCCINYLORNITHINE	N5-METHYLGLUTAMINE	NONAPRENYL-4-HYDROXYBENZOATE	NORSPERMIDINE	O-PHOSPHO-L-HOMOSERINE	O-SUCCINYL-L-HOMOSERINE	OCTAPRENYL-METHOXY-BENZOQUINONE	OCTAPRENYL-METHYL-METHOXY-BENZQ	OH-CROTONYL-COA	OH-HEXANOYL-COA	OXAMATE	OXOPENTENOATE	PHOSPHORIBOSYL-AMP	PHOSPHORIBOSYL-ATP	PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	PHOSPHORIBOSYL-FORMIMINO-AICAR-P	PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	PHYTYL-PYROPHOSPHATE	PICOLINATE	Poly-beta-D-Mannuronate	PORPHOBILINOGEN	PREPHENATE	PROPANE-1-2-DIOL	PROPANOL	PROTOHEME	PROTOPORPHYRIN_IX	PROTOPORPHYRINOGEN	PSICOSE	REDUCED-MENAQUINONE	RIBITOL	S-ADENOSYL-4-METHYLTHIO-2-OXOBUTANOATE	S2O3	SALICYLALDEHYDE	SHIKIMATE	SHIKIMATE-5P	SIROHYDROCHLORIN	SORBITOL	SQUALENE	SUC-COA	SUCC-S-ALD	SUCROSE-6P	SULFOACETALDEHYDE	TAGATOSE	TAGATOSE-1-6-DIPHOSPHATE	TAGATOSE-6-PHOSPHATE	TARTRATE	TARTRONATE-S-ALD	TDP-D-FUCOSAMINE	TDP-FUC4NAC	Teichoic-P-Gro	Teichoic-P-Gro-Glc	TRANS-23-DEHYDROADIPYL-COA	TRANS-3-METHYL-GLUTACONYL-COA	TRIMETHYLAMINE-N-O	UDP-4-AMINO-4-DEOXY-L-ARABINOSE	UDP-D-GALACTURONATE	UDP-D-XYLOSE	UDP-GLUCURONATE	UDP-L-ARA4-FORMYL-N	UDP-SULFOQUINOVOSE	UNKNOWN	UROPORPHYRINOGEN-III	VANILLATE	VANILLIN	Xanthan	XYLITOL
MH0016	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MH0035	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
MH0047	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
MH0049	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MH0054	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MH0057	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
